id,Dimer_Name,Dimer_SMILES,Component_Name_A,Component_SMILES_A,Component_Name_B,Component_SMILES_B,Component_A_Energy_Hatree,Component_B_Energy_Hatree,Component_B_Thermal_correction_to_Gibbs_Free_Energy_Hatree,Component_B_Thermal_correction_to_Enthalpy_Hatree,Component_B_Entropy_J_per_mol_K,Component_A_HOMO_Hatree,Component_B_HOMO_Hatree,Component_A_Dipole_Debye,Component_B_Dipole_Debye,Component_A_LUMO_Hatree,Component_B_LUMO_Hatree,Component_B_Gibbs_Free_Energy_Hatree,Component_B_Enthalpy_Hatree,Dimer_Energy_Hatree,Dimer_Thermal_correction_to_Gibbs_Free_Energy_Hatree,Dimer_Thermal_correction_to_Enthalpy_Hatree,Dimer_Entropy_J_per_mol_K,Dimer_HOMO_Hatree,Dimer_LUMO_Hatree,Dimer_Dipole_Debye,Dimer_Gibbs_Free_Energy_Hatree,Dimer_Enthalpy_Hatree,Binding_energy_kJ_per_mol,Software,Source,Theory_Level
4430,Li+_electrolyte233,CCC1CCOCC1.[Li+],Li+,[Li+],electrolyte233,CCC1CCOCC1,-7.2811983,-350.3372606,0.163041,0.205188,371.14172,-2.3488,-0.25071,-7.2849058,-350.52694,-0.25486,0.04194,-350.1742196,-350.1320726,-357.6584668,0.163925,0.208342,391.132872,-0.39291,-0.19873,-357.8571745,-357.4945418,-357.4501248,-105.0407414500909,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4431,Li+_electrolyte234,COCC1CCOC1.[Li+],Li+,[Li+],electrolyte234,COCC1CCOC1,-7.2811983,-386.2239237,0.139619,0.182081,373.9240800000001,-2.3488,-0.25465,-7.2849058,-386.4093022,-0.25486,0.03397,-386.0843047,-386.0418427,-393.5703889,0.137646,0.185859,424.563032,-0.37211,-0.20258,-393.7672686,-393.4327429,-393.3845299,-171.358245949956,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4432,Li+_electrolyte235,COC1OCCCO1.[Li+],Li+,[Li+],electrolyte235,COC1OCCCO1,-7.2811983,-422.1580485,0.117221,0.158373,362.388792,-2.3488,-0.27071,-7.2849058,-422.3356438,-0.25486,0.04084,-422.0408275,-421.9996755,-429.5336162,0.11864,0.162788,388.764728,-0.43806,-0.17103,-429.7276043,-429.4149762,-429.3708282,-247.766859699864,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4433,Li+_electrolyte236,CCOC1OCCO1.[Li+],Li+,[Li+],electrolyte236,CCOC1OCCO1,-7.2811983,-422.1592831,0.115418,0.15825,377.1750480000001,-2.3488,-0.27225,-7.2849058,-422.3392585,-0.25486,0.03477,-422.0438651,-422.0010331,-429.5281244,0.116768,0.16229,400.864856,-0.45314,-0.17823,-429.7233241,-429.4113564,-429.3658344,-230.1066965000371,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4434,Li+_electrolyte237,CC1(C)COCOC1.[Li+],Li+,[Li+],electrolyte237,CC1(C)COCOC1,-7.2811983,-386.2504559,0.140386,0.181238,359.748688,-2.3488,-0.2634,-7.2849058,-386.4341268,-0.25486,0.03417,-386.1100699,-386.0692179,-393.6043487,0.141311,0.185065,385.30456,-0.45111,-0.17663,-393.8003339,-393.4630377,-393.4192837,-190.85940975003,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4435,Li+_electrolyte238,CCC1COCOC1.[Li+],Li+,[Li+],electrolyte238,CCC1COCOC1,-7.2811983,-386.2504577,0.140385,0.181239,359.757056,-2.3488,-0.2634,-7.2849058,-386.4341268,-0.25486,0.03417,-386.1100727,-386.0692187,-393.5600504,0.140033,0.184228,389.170576,-0.42186,-0.20487,-393.7535061,-393.4200174,-393.3758224,-74.54949719991558,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4436,Li+_electrolyte239,COCC1CCCC1.[Li+],Li+,[Li+],electrolyte239,COCC1CCCC1,-7.2811983,-350.3202176,0.159585,0.205076,400.588712,-2.3488,-0.2501,-7.2849058,-350.5104025,-0.25486,0.03799,-350.1606326,-350.1151416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4437,Li+_electrolyte240,COC1OCOCO1.[Li+],Li+,[Li+],electrolyte240,COC1OCOCO1,-7.2811983,-458.0709615,0.094784,0.135313,356.8952,-2.3488,-0.28783,-7.2849058,-458.2422133,-0.25486,0.04112,-457.9761775,-457.9356485,-465.4383312,0.095786,0.139433,384.354792,-0.45516,-0.17531,-465.626201,-465.3425452,-465.2988982,-226.2430106998823,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4438,Li+_electrolyte241,CC(C)(C)OC(C)(C)C.[Li+],Li+,[Li+],electrolyte241,CC(C)(C)OC(C)(C)C,-7.2811983,-390.8431683,0.203796,0.252475,428.667536,-2.3488,-0.24962,-7.2849058,-391.0691249,-0.25486,0.03316,-390.6393723,-390.5906933,-398.2058416,0.203798,0.256091,460.4910400000001,-0.43327,-0.1833,-398.4446919,-398.0020436,-397.9497506,-213.9126124998816,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4439,Li+_electrolyte242,CCC(C)(C)OC(C)C.[Li+],Li+,[Li+],electrolyte242,CCC(C)(C)OC(C)C,-7.2811983,-390.8378873,0.204372,0.253617,433.646496,-2.3488,-0.24956,-7.2849058,-391.0646477,-0.25486,0.03603,-390.6335153,-390.5842703,-398.1988602,0.205817,0.257537,455.445136,-0.43093,-0.18153,-398.4387865,-397.9930432,-397.9413232,-209.4482123000196,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4440,Li+_electrolyte243,CCC(C)OC(C)(C)C.[Li+],Li+,[Li+],electrolyte243,CCC(C)OC(C)(C)C,-7.2811983,-390.8375259,0.204306,0.253606,434.13184,-2.3488,-0.24819,-7.2849058,-391.0639511,-0.25486,0.03627,-390.6332199,-390.5839199,-398.197706,0.204788,0.257326,462.654168,-0.42979,-0.18554,-398.4371049,-397.992918,-397.94038,-207.3667159000215,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4441,Li+_electrolyte244,COC(C)OC(C)(C)C.[Li+],Li+,[Li+],electrolyte244,COC(C)OC(C)(C)C,-7.2811983,-426.7409965,0.1812,0.230224,431.70512,-2.3488,-0.25233,-7.2849058,-426.9622456,-0.25486,0.03352,-426.5597965,-426.5107725,-434.1300488,0.180781,0.23425,470.850624,-0.43639,-0.16669,-434.3670598,-433.9492678,-433.8957988,-283.1706770000831,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4442,Li+_electrolyte245,CCOC(C)(C)C(C)C.[Li+],Li+,[Li+],electrolyte245,CCOC(C)(C)C(C)C,-7.2811983,-390.8420555,0.202501,0.253691,450.775792,-2.3488,-0.25252,-7.2849058,-391.0684408,-0.25486,0.03733,-390.6395545,-390.5883645,-398.2050283,0.205117,0.257536,461.5998,-0.43363,-0.17725,-398.4436947,-397.9999113,-397.9474923,-214.6989497498364,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4443,Li+_electrolyte246,CCOC(C)(CC)CC.[Li+],Li+,[Li+],electrolyte246,CCOC(C)(CC)CC,-7.2811983,-390.837856,0.204218,0.253745,436.131792,-2.3488,-0.24911,-7.2849058,-391.0643635,-0.25486,0.0365,-390.633638,-390.584111,-398.1979085,0.204586,0.257535,466.26496,-0.43223,-0.1846,-398.4360482,-397.9933225,-397.9403735,-207.0317021000615,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4444,Li+_electrolyte247,CCCOC(C)(C)CC.[Li+],Li+,[Li+],electrolyte247,CCCOC(C)(C)CC,-7.2811983,-390.8331895,0.203446,0.254039,445.520688,-2.3488,-0.24852,-7.2849058,-391.0605457,-0.25486,0.03829,-390.6297435,-390.5791505,-398.2052648,0.203813,0.257771,475.151776,-0.43418,-0.17892,-398.445086,-398.0014518,-397.9474938,-238.5975634999414,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4445,Li+_electrolyte248,CCCC(C)(C)OCC.[Li+],Li+,[Li+],electrolyte248,CCCC(C)(C)OCC,-7.2811983,-390.8401442,0.203132,0.254019,448.114768,-2.3488,-0.25072,-7.2849058,-391.067252,-0.25486,0.03612,-390.6370122,-390.5861252,-398.2075356,0.204879,0.25798,467.60384,-0.43427,-0.17142,-398.447517,-398.0026566,-397.9495556000001,-226.2999840500071,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4446,Li+_electrolyte249,CCOC(C)(C)COC.[Li+],Li+,[Li+],electrolyte249,CCOC(C)(C)COC,-7.2811983,-426.7400045,0.179565,0.230507,448.600112,-2.3488,-0.24821,-7.2849058,-426.9604896,-0.25486,0.03924,-426.5604395,-426.5094975,-434.1324294,0.182967,0.235346,461.248344,-0.43084,-0.16339,-434.3697794,-433.9494624,-433.8970834,-292.0254382998745,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4447,Li+_electrolyte250,CC(C)COC(C)(C)C.[Li+],Li+,[Li+],electrolyte250,CC(C)COC(C)(C)C,-7.2811983,-390.8355995,0.202843,0.253466,445.78428,-2.3488,-0.24779,-7.2849058,-391.0622587,-0.25486,0.03695,-390.6327565,-390.5821335,-398.2077271,0.203652,0.257165,471.231368,-0.4352,-0.17825,-398.4470857,-398.0040751,-397.9505621,-238.7348771500723,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4448,Li+_electrolyte251,CCCCOC(C)(C)C.[Li+],Li+,[Li+],electrolyte251,CCCCOC(C)(C)C,-7.2811983,-390.8414018,0.203185,0.25346,442.725776,-2.3488,-0.24874,-7.2849058,-391.0680363,-0.25486,0.03378,-390.6382168,-390.5879418,-398.2068796,0.202499,0.256934,479.348328,-0.4362,-0.17984,-398.4473143,-398.0043806,-397.9499456,-221.2758272497973,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4449,Li+_electrolyte252,COCCOC(C)(C)C.[Li+],Li+,[Li+],electrolyte252,COCCOC(C)(C)C,-7.2811983,-426.7384769,0.178528,0.230627,458.788152,-2.3488,-0.25259,-7.2849058,-426.9592819,-0.25486,0.03511,-426.5599489000001,-426.5078499,-434.0979563,0.181359,0.23403,463.8173200000001,-0.41866,-0.17908,-434.333374,-433.9165973,-433.8639263,-205.5270280500696,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4450,Li+_electrolyte253,CCC(C)(C)OCOC.[Li+],Li+,[Li+],electrolyte253,CCC(C)(C)OCOC,-7.2811983,-426.7502704,0.180718,0.231047,443.198568,-2.3488,-0.26743,-7.2849058,-426.9716674,-0.25486,0.03876,-426.5695524,-426.5192234,-434.1054827,0.182679,0.234886,459.729552,-0.42537,-0.18518,-434.3401954,-433.9228037,-433.8705967,-194.3237570000887,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4451,Li+_electrolyte254,CCOCOC(C)(C)C.[Li+],Li+,[Li+],electrolyte254,CCOCOC(C)(C)C,-7.2811983,-426.7531732,0.179742,0.230864,450.17748,-2.3488,-0.26536,-7.2849058,-426.9759454,-0.25486,0.03766,-426.5734312,-426.5223092,-434.1287237,0.179237,0.234756,488.896216,-0.43835,-0.16653,-434.3656915,-433.9494867,-433.8939677,-247.7217011000079,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4452,Li+_electrolyte255,COC(C)(C)C(C)(C)C.[Li+],Li+,[Li+],electrolyte255,COC(C)(C)C(C)(C)C,-7.2811983,-390.837034,0.202945,0.253231,442.81364,-2.3488,-0.25312,-7.2849058,-391.0623547,-0.25486,0.03619,-390.634089,-390.583803,-398.197678,0.206619,0.257351,446.7466000000001,-0.43517,-0.18195,-398.4346177,-397.991059,-397.940327,-208.5846853498716,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4453,Li+_electrolyte256,CCC(C)(OC)C(C)C.[Li+],Li+,[Li+],electrolyte256,CCC(C)(OC)C(C)C,-7.2811983,-390.832994,0.204783,0.254153,434.751072,-2.3488,-0.25107,-7.2849058,-391.0584406,-0.25486,0.03638,-390.628211,-390.578841,-398.1537285,0.205536,0.256934,452.6042,-0.40441,-0.19922,-398.3881907,-397.9481925,-397.8967945,-103.8022931001134,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4454,Li+_electrolyte257,CCC(C)C(C)(C)OC.[Li+],Li+,[Li+],electrolyte257,CCC(C)C(C)(C)OC,-7.2811983,-390.8355112,0.202933,0.253948,449.23608,-2.3488,-0.25283,-7.2849058,-391.0613081,-0.25486,0.03762,-390.6325782,-390.5815632,-398.1662944,0.205355,0.256858,453.5330480000001,-0.39824,-0.18769,-398.4011926,-397.9609394,-397.9094364,-130.1851549501846,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4455,Li+_electrolyte258,COC(C)C(C)(C)OC.[Li+],Li+,[Li+],electrolyte258,COC(C)C(C)(C)OC,-7.2811983,-426.7371558,0.180025,0.230567,445.068816,-2.3488,-0.24395,-7.2849058,-426.958138,-0.25486,0.03569,-426.5571308,-426.5065888,-434.0960085,0.182321,0.234375,458.386488,-0.39849,-0.1846,-434.3292262,-433.9136875,-433.8616335,-203.8816272000749,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4456,Li+_electrolyte259,CCC(CC)(CC)OC.[Li+],Li+,[Li+],electrolyte259,CCC(CC)(CC)OC,-7.2811983,-390.8360953,0.204415,0.254582,441.76764,-2.3488,-0.25134,-7.2849058,-391.0618577,-0.25486,0.04036,-390.6316803,-390.5815133,-398.1936826,0.204752,0.258603,474.210376,-0.43245,-0.18218,-398.4327794,-397.9889306,-397.9350796,-200.5593194998666,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4457,Li+_electrolyte260,CCCC(C)(CC)OC.[Li+],Li+,[Li+],electrolyte260,CCCC(C)(CC)OC,-7.2811983,-390.8286394,0.204716,0.254602,439.2990800000001,-2.3488,-0.25089,-7.2849058,-391.0546984,-0.25486,0.0365,-390.6239234,-390.5740374,-398.1916311,0.206821,0.258558,455.59576,-0.43227,-0.17739,-398.4299765,-397.9848101,-397.9330731,-214.7485716999499,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4458,Li+_electrolyte261,CCC(C)(COC)OC.[Li+],Li+,[Li+],electrolyte261,CCC(C)(COC)OC,-7.2811983,-426.7309152,0.181674,0.23118,435.947696,-2.3488,-0.24044,-7.2849058,-426.9519867,-0.25486,0.03824,-426.5492412,-426.4997352,-434.0606142,0.181625,0.233805,459.495248,-0.38991,-0.19459,-434.2908677,-433.8789892,-433.8268092,-127.3385878499392,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4459,Li+_electrolyte262,COC(C)(C)CC(C)C.[Li+],Li+,[Li+],electrolyte262,COC(C)(C)CC(C)C,-7.2811983,-390.837352,0.203127,0.253638,444.8052240000001,-2.3488,-0.25241,-7.2849058,-391.063544,-0.25486,0.03511,-390.634225,-390.583714,-398.2019263,0.205043,0.257697,463.662512,-0.4368,-0.17474,-398.4414302,-397.9968833,-397.9442293,-218.9036880001152,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4460,Li+_electrolyte263,CCCCC(C)(C)OC.[Li+],Li+,[Li+],electrolyte263,CCCCC(C)(C)OC,-7.2811983,-390.8361647,0.20419,0.254283,441.110752,-2.3488,-0.25343,-7.2849058,-391.0627929,-0.25486,0.03482,-390.6319747,-390.5818817,-398.2015703,0.205439,0.258404,466.4114,-0.43451,-0.1672,-398.441845,-397.9961313,-397.9431663,-221.0862661501565,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4461,Li+_electrolyte264,COCCC(C)(C)OC.[Li+],Li+,[Li+],electrolyte264,COCCC(C)(C)OC,-7.2811983,-426.7304553,0.179813,0.23083,449.252816,-2.3488,-0.24224,-7.2849058,-426.9517923,-0.25486,0.03397,-426.5506423,-426.4996253,-434.1308147,0.183429,0.235792,461.106088,-0.43171,-0.16088,-434.3689139,-433.9473857,-433.8950227,-312.857468049812,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4462,Li+_electrolyte265,CCOCC(C)(C)OC.[Li+],Li+,[Li+],electrolyte265,CCOCC(C)(C)OC,-7.2811983,-426.7381521,0.178675,0.230553,456.842592,-2.3488,-0.24764,-7.2849058,-426.9589016,-0.25486,0.03988,-426.5594771,-426.5075991,-434.0403395,0.179675,0.233756,476.239616,-0.35675,-0.21895,-434.2684737,-433.8606645,-433.8065835,-55.10688205017135,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4463,Li+_electrolyte266,COC(C)(C)OC(C)C.[Li+],Li+,[Li+],electrolyte266,COC(C)(C)OC(C)C,-7.2811983,-426.7389105,0.181132,0.230041,430.692592,-2.3488,-0.24559,-7.2849058,-426.9593713,-0.25486,0.03544,-426.5577785,-426.5088694999999,-434.1275512,0.182712,0.234547,456.457664,-0.43404,-0.16732,-434.3645788,-433.9448392,-433.8930042,-282.0900212002147,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4464,Li+_electrolyte267,CCOC(C)(CC)OC.[Li+],Li+,[Li+],electrolyte267,CCOC(C)(CC)OC,-7.2811983,-426.7409663,0.18083,0.230622,438.470648,-2.3488,-0.24802,-7.2849058,-426.9616654,-0.25486,0.03564,-426.5601363,-426.5103443,-434.1271355,0.181712,0.234667,466.319352,-0.4413,-0.16752,-434.3625838,-433.9454235,-433.8924685,-275.6010979498825,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4465,Li+_electrolyte268,CCCOC(C)(C)OC.[Li+],Li+,[Li+],electrolyte268,CCCOC(C)(C)OC,-7.2811983,-426.7499965,0.179622,0.230527,448.269576,-2.3488,-0.25661,-7.2849058,-426.9712847,-0.25486,0.03793,-426.5703745,-426.5194695,-434.1288497,0.180896,0.234781,474.515808,-0.43415,-0.16616,-434.3663438,-433.9479537,-433.8940687,-256.3929399500239,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4466,Li+_electrolyte269,CCOC(C)(C)OCC.[Li+],Li+,[Li+],electrolyte269,CCOC(C)(C)OCC,-7.2811983,-426.7413769,0.180812,0.230354,436.26568,-2.3488,-0.24332,-7.2849058,-426.9625837,-0.25486,0.03726,-426.5605649,-426.5110229,-434.1324415,0.181963,0.234861,465.817272,-0.4353,-0.16613,-434.3697557,-433.9504785,-433.8975805,-288.4539706500565,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4467,Li+_electrolyte270,COCOC(C)(C)OC.[Li+],Li+,[Li+],electrolyte270,COCOC(C)(C)OC,-7.2811983,-462.6513005,0.156532,0.207477,448.621032,-2.3488,-0.25616,-7.2849058,-462.8664503,-0.25486,0.03696,-462.4947685,-462.4438235,-470.0333854,0.159271,0.211978,464.135304,-0.42424,-0.17083,-470.2654016,-469.8741144,-469.8214074,-264.8777683000628,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4468,Li+_electrolyte271,COC(C)(OC)C(C)C.[Li+],Li+,[Li+],electrolyte271,COC(C)(OC)C(C)C,-7.2811983,-426.7449402,0.181285,0.230458,433.010528,-2.3488,-0.25592,-7.2849058,-426.9652325,-0.25486,0.03458,-426.5636552,-426.5144822,-434.1227478,0.182801,0.234644,456.528792,-0.43884,-0.16706,-434.3571729,-433.9399468,-433.8881038,-253.6477171501793,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4469,Li+_electrolyte272,CCC(CC)(OC)OC.[Li+],Li+,[Li+],electrolyte272,CCC(CC)(OC)OC,-7.2811983,-426.741454,0.181875,0.231105,433.516792,-2.3488,-0.25212,-7.2849058,-426.9613458,-0.25486,0.03782,-426.559579,-426.510349,-434.0999497,0.18226,0.234875,463.3319760000001,-0.40747,-0.18198,-434.3330693,-433.9176897,-433.8650747,-202.9443237000535,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4470,Li+_electrolyte273,CCCC(C)(OC)OC.[Li+],Li+,[Li+],electrolyte273,CCCC(C)(OC)OC,-7.2811983,-426.7384724,0.181796,0.230999,433.282488,-2.3488,-0.24993,-7.2849058,-426.9593631,-0.25486,0.03779,-426.5566764,-426.5074734,-434.0972828,0.183237,0.234869,454.666912,-0.42489,-0.18188,-434.3312327,-433.9140458,-433.8624138,-203.770568550027,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4471,Li+_electrolyte274,COCC(C)(OC)OC.[Li+],Li+,[Li+],electrolyte274,COCC(C)(OC)OC,-7.2811983,-462.6418695,0.157436,0.207388,439.876472,-2.3488,-0.25442,-7.2849058,-462.8561162,-0.25486,0.03862,-462.4844335,-462.4344815,-470.0394373,0.160587,0.212126,453.851032,-0.43451,-0.15323,-470.2713059,-469.8788503,-469.8273113,-305.5281222500496,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4472,Li+_electrolyte275,CC(C)OC(C)C(C)C.[Li+],Li+,[Li+],electrolyte275,CC(C)OC(C)C(C)C,-7.2811983,-390.8344157,0.204776,0.254159,434.8682240000001,-2.3488,-0.24789,-7.2849058,-391.0613406,-0.25486,0.03667,-390.6296397,-390.5802567,-398.2025963,0.204945,0.257598,463.662512,-0.42898,-0.18059,-398.4420034,-397.9976513,-397.9449983,-228.37202864982,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4473,Li+_electrolyte276,CCC(CC)OC(C)C.[Li+],Li+,[Li+],electrolyte276,CCC(CC)OC(C)C,-7.2811983,-390.8275227,0.205703,0.254841,432.705096,-2.3488,-0.24684,-7.2849058,-391.0550492,-0.25486,0.03476,-390.6218196999999,-390.5726817,-398.1491714,0.206234,0.257731,453.474472,-0.39023,-0.19603,-398.3860583,-397.9429374,-397.8914404,-106.2025251999933,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4474,Li+_electrolyte277,CCC(C)OC(C)CC.[Li+],Li+,[Li+],electrolyte277,CCC(C)OC(C)CC,-7.2811983,-390.8329544,0.204987,0.254689,437.66732,-2.3488,-0.24811,-7.2849058,-391.0602742,-0.25486,0.03798,-390.6279674,-390.5782654,-398.1515364,0.205143,0.257345,459.687712,-0.40328,-0.19539,-398.388599,-397.9463934,-397.8941914,-98.15090435005456,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4475,Li+_electrolyte278,CCCC(C)OC(C)C.[Li+],Li+,[Li+],electrolyte278,CCCC(C)OC(C)C,-7.2811983,-390.8315835,0.204876,0.254708,438.822104,-2.3488,-0.24759,-7.2849058,-391.0587037,-0.25486,0.03515,-390.6267075,-390.5768755,-398.1526783,0.205253,0.257473,459.84252,-0.39682,-0.19259,-398.3897037,-397.9474253,-397.8952053,-104.7482607499936,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4476,Li+_electrolyte279,COCC(C)OC(C)C.[Li+],Li+,[Li+],electrolyte279,COCC(C)OC(C)C,-7.2811983,-426.7312589,0.181392,0.231237,438.935072,-2.3488,-0.2529,-7.2849058,-426.9528629,-0.25486,0.03618,-426.5498669,-426.5000219,-434.0812024,0.181395,0.234786,470.164448,-0.39603,-0.18946,-434.3158532,-433.8998074,-433.8464164,-180.4905226000617,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4477,Li+_electrolyte280,CCC(C)OC(C)OC.[Li+],Li+,[Li+],electrolyte280,CCC(C)OC(C)OC,-7.2811983,-426.7355043,0.18176,0.231343,436.62132,-2.3488,-0.25121,-7.2849058,-426.9574486,-0.25486,0.03502,-426.5537443,-426.5041613,-434.1270555,0.180808,0.2352,478.9717680000001,-0.43444,-0.16776,-434.3645676,-433.9462475,-433.8918555,-289.7315389498755,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4478,Li+_electrolyte281,CCC(OC)OC(C)C.[Li+],Li+,[Li+],electrolyte281,CCC(OC)OC(C)C,-7.2811983,-426.7476733,0.181647,0.231314,437.37444,-2.3488,-0.2635,-7.2849058,-426.9699796,-0.25486,0.04036,-426.5660263,-426.5163593,-434.1152293,0.182889,0.235454,462.880104,-0.43681,-0.1733,-434.3514086,-433.9323403,-433.8797753,-226.7321413500204,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4479,Li+_electrolyte282,CCOC(C)OC(C)C.[Li+],Li+,[Li+],electrolyte282,CCOC(C)OC(C)C,-7.2811983,-426.7147361,0.174931,0.225653,446.654552,-2.3488,-0.25622,-7.2849058,-426.9369897,-0.25486,0.03071,-426.5398051,-426.4890831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
